# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 201700    3.33e-01  1.48e-01    4.71e-02  4.71e-02    2.77e-02  8.85e-03    6.4e-04
 201800    2.92e-01  1.48e-01    3.91e-02  4.35e-02    2.45e-02  9.64e-03    6.4e-04
 201900    2.95e-01  2.08e-01    3.87e-02  4.69e-02    2.47e-02  1.57e-02    6.4e-04
 202000    3.27e-01  1.85e-01    5.46e-02  3.41e-02    2.65e-02  1.48e-02    6.4e-04
 202100    3.25e-01  1.70e-01    5.38e-02  1.96e-02    2.64e-02  1.44e-02    6.4e-04
 202200    3.48e-01  5.76e-01    7.72e-02  3.53e-02    2.64e-02  5.01e-02    6.4e-04
 202300    2.93e-01  3.72e-01    3.94e-02  9.08e-03    2.45e-02  3.26e-02    6.4e-04
 202400    3.66e-01  1.89e-01    4.76e-02  3.01e-02    3.07e-02  1.55e-02    6.4e-04
 202500    3.28e-01  2.22e-01    4.33e-02  1.55e-02    2.75e-02  1.92e-02    6.4e-04
 202600    3.30e-01  3.79e-01    4.08e-02  2.71e-02    2.78e-02  3.29e-02    6.4e-04
 202700    3.38e-01  2.56e-01    4.58e-02  9.08e-02    2.82e-02  1.31e-02    6.4e-04
 202800    3.95e-01  1.56e-01    4.55e-02  1.31e-02    3.35e-02  1.34e-02    6.4e-04
 202900    3.43e-01  2.29e-01    4.45e-02  1.17e-02    2.88e-02  2.00e-02    6.4e-04
 203000    4.06e-01  2.93e-01    7.19e-02  6.76e-02    3.26e-02  2.19e-02    6.4e-04
 203100    2.99e-01  1.52e-01    3.97e-02  2.14e-02    2.51e-02  1.27e-02    6.4e-04
 203200    3.17e-01  2.81e-01    5.17e-02  3.45e-03    2.58e-02  2.47e-02    6.4e-04
 203300    3.35e-01  3.61e-01    4.28e-02  3.90e-02    2.81e-02  3.07e-02    6.4e-04
 203400    3.30e-01  3.08e-01    4.03e-02  3.67e-02    2.78e-02  2.60e-02    6.4e-04
 203500    3.42e-01  1.95e-01    5.70e-02  2.63e-02    2.78e-02  1.63e-02    6.4e-04
 203600    3.31e-01  2.25e-01    7.82e-02  2.33e-02    2.45e-02  1.92e-02    6.4e-04
 203700    2.93e-01  2.83e-01    4.24e-02  3.31e-02    2.43e-02  2.39e-02    6.4e-04
 203800    3.16e-01  2.30e-01    3.82e-02  5.69e-02    2.67e-02  1.67e-02    6.4e-04
 203900    3.66e-01  2.52e-01    5.49e-02  1.56e-02    3.02e-02  2.20e-02    6.4e-04
 204000    3.21e-01  2.96e-01    3.88e-02  5.23e-02    2.71e-02  2.38e-02    6.4e-04
 204100    2.99e-01  2.47e-01    3.91e-02  2.91e-02    2.51e-02  2.09e-02    6.4e-04
 204200    3.00e-01  2.35e-01    4.07e-02  4.69e-02    2.51e-02  1.84e-02    6.4e-04
 204300    3.21e-01  2.77e-01    4.74e-02  4.03e-02    2.65e-02  2.30e-02    6.4e-04
 204400    3.67e-01  1.55e-01    5.39e-02  1.10e-03    3.04e-02  1.36e-02    6.4e-04
 204500    2.96e-01  2.27e-01    4.17e-02  3.99e-02    2.46e-02  1.82e-02    6.4e-04
 204600    3.13e-01  2.70e-01    3.97e-02  5.28e-03    2.63e-02  2.37e-02    6.4e-04
 204700    3.57e-01  2.06e-01    3.82e-02  1.59e-04    3.04e-02  1.81e-02    6.4e-04
 204800    3.50e-01  2.14e-01    3.98e-02  1.49e-03    2.97e-02  1.88e-02    6.4e-04
 204900    3.44e-01  2.48e-01    5.31e-02  4.73e-02    2.83e-02  1.96e-02    6.4e-04
 205000    3.48e-01  4.02e-01    4.37e-02  1.43e-01    3.00e-02  2.09e-02    6.1e-04
 205100    3.21e-01  3.19e-01    4.79e-02  2.49e-02    2.72e-02  2.83e-02    6.1e-04
 205200    2.93e-01  1.40e-01    4.64e-02  2.93e-02    2.46e-02  1.11e-02    6.1e-04
 205300    3.62e-01  2.61e-01    5.52e-02  5.58e-02    3.06e-02  2.05e-02    6.1e-04
 205400    3.56e-01  2.97e-01    5.26e-02  8.01e-02    3.02e-02  2.10e-02    6.1e-04
 205500    2.90e-01  3.25e-01    4.20e-02  4.63e-02    2.47e-02  2.77e-02    6.1e-04
 205600    3.02e-01  3.30e-01    4.09e-02  2.43e-03    2.59e-02  2.97e-02    6.1e-04
 205700    3.19e-01  1.69e-01    4.77e-02  7.13e-03    2.70e-02  1.51e-02    6.1e-04
 205800    3.15e-01  2.51e-01    4.76e-02  2.68e-02    2.66e-02  2.19e-02    6.1e-04
 205900    3.12e-01  1.72e-01    3.96e-02  5.52e-02    2.69e-02  1.05e-02    6.1e-04
 206000    4.10e-01  2.43e-01    4.19e-02  3.40e-02    3.59e-02  2.08e-02    6.1e-04
 206100    5.00e-01  4.34e-01    5.72e-02  5.84e-02    4.35e-02  3.72e-02    6.1e-04
 206200    2.81e-01  2.59e-01    4.05e-02  7.08e-02    2.39e-02  1.82e-02    6.1e-04
 206300    4.93e-01  4.74e-01    3.99e-02  7.66e-02    4.37e-02  3.97e-02    6.1e-04
 206400    2.93e-01  3.00e-01    4.49e-02  3.72e-02    2.47e-02  2.59e-02    6.1e-04
 206500    3.04e-01  1.92e-01    4.48e-02  1.19e-02    2.58e-02  1.71e-02    6.1e-04
 206600    3.57e-01  4.69e-01    3.98e-02  7.59e-02    3.11e-02  3.93e-02    6.1e-04
 206700    3.35e-01  2.12e-01    4.49e-02  3.19e-02    2.87e-02  1.79e-02    6.1e-04
 206800    3.35e-01  2.42e-01    4.64e-02  1.41e-02    2.86e-02  2.16e-02    6.1e-04
 206900    3.17e-01  1.07e-01    3.90e-02  9.24e-03    2.74e-02  9.47e-03    6.1e-04
 207000    3.82e-01  7.66e-01    6.44e-02  5.79e-02    3.18e-02  6.80e-02    6.1e-04
 207100    3.26e-01  3.17e-01    3.89e-02  5.98e-02    2.83e-02  2.57e-02    6.1e-04
 207200    3.04e-01  2.85e-01    5.65e-02  1.03e-01    2.47e-02  1.44e-02    6.1e-04
 207300    3.24e-01  1.77e-01    5.53e-02  4.42e-03    2.69e-02  1.60e-02    6.1e-04
 207400    4.49e-01  2.11e-01    3.90e-02  4.34e-02    3.97e-02  1.68e-02    6.1e-04
 207500    2.77e-01  1.41e-01    3.95e-02  4.74e-02    2.36e-02  8.00e-03    6.1e-04
 207600    3.71e-01  4.77e-01    5.05e-02  3.10e-02    3.18e-02  4.26e-02    6.1e-04
 207700    3.61e-01  2.44e-01    5.85e-02  7.20e-02    3.02e-02  1.61e-02    6.1e-04
 207800    3.12e-01  1.37e-01    3.89e-02  1.45e-02    2.70e-02  1.19e-02    6.1e-04
 207900    3.03e-01  2.21e-01    4.19e-02  5.74e-02    2.59e-02  1.60e-02    6.1e-04
 208000    2.88e-01  2.18e-01    4.18e-02  1.09e-02    2.45e-02  1.95e-02    6.1e-04
 208100    3.78e-01  2.36e-01    3.96e-02  2.06e-02    3.30e-02  2.08e-02    6.1e-04
 208200    3.42e-01  3.04e-01    3.96e-02  7.53e-02    2.97e-02  2.25e-02    6.1e-04
 208300    3.02e-01  2.74e-01    4.12e-02  1.47e-02    2.58e-02  2.45e-02    6.1e-04
 208400    4.08e-01  3.77e-01    3.93e-02  1.69e-02    3.59e-02  3.38e-02    6.1e-04
 208500    3.43e-01  2.19e-01    4.07e-02  1.87e-02    2.98e-02  1.94e-02    6.1e-04
 208600    3.17e-01  1.83e-01    4.24e-02  1.35e-02    2.72e-02  1.62e-02    6.1e-04
 208700    3.48e-01  2.94e-01    5.28e-02  9.79e-03    2.94e-02  2.64e-02    6.1e-04
 208800    3.02e-01  1.60e-01    3.95e-02  2.59e-02    2.60e-02  1.34e-02    6.1e-04
 208900    3.28e-01  4.66e-01    4.51e-02  2.25e-02    2.80e-02  4.18e-02    6.1e-04
 209000    3.32e-01  2.75e-01    3.95e-02  6.02e-02    2.88e-02  2.14e-02    6.1e-04
 209100    3.19e-01  4.24e-01    3.93e-02  6.47e-02    2.76e-02  3.58e-02    6.1e-04
 209200    3.27e-01  3.75e-01    6.85e-02  3.02e-02    2.59e-02  3.32e-02    6.1e-04
 209300    3.33e-01  3.18e-01    5.20e-02  1.42e-02    2.80e-02  2.85e-02    6.1e-04
 209400    3.22e-01  2.51e-01    5.70e-02  5.89e-02    2.65e-02  1.90e-02    6.1e-04
 209500    3.34e-01  3.65e-01    4.08e-02  5.94e-02    2.89e-02  3.06e-02    6.1e-04
 209600    3.88e-01  4.96e-01    4.13e-02  8.41e-03    3.39e-02  4.47e-02    6.1e-04
 209700    3.24e-01  2.93e-01    4.47e-02  5.06e-02    2.77e-02  2.42e-02    6.1e-04
 209800    3.14e-01  4.42e-01    3.85e-02  1.72e-02    2.71e-02  3.97e-02    6.1e-04
 209900    3.36e-01  2.17e-01    4.01e-02  4.96e-02    2.91e-02  1.66e-02    6.1e-04
 210000    3.53e-01  3.03e-01    4.49e-02  1.13e-02    3.12e-02  2.79e-02    5.8e-04
 210100    3.60e-01  1.81e-01    4.47e-02  5.95e-02    3.19e-02  1.09e-02    5.8e-04
 210200    2.90e-01  2.07e-01    4.07e-02  6.70e-02    2.53e-02  1.27e-02    5.8e-04
 210300    3.06e-01  4.16e-01    3.95e-02  1.66e-02    2.70e-02  3.83e-02    5.8e-04
 210400    2.95e-01  4.03e-01    5.10e-02  3.56e-02    2.51e-02  3.65e-02    5.8e-04
 210500    2.79e-01  2.00e-01    4.51e-02  6.74e-02    2.40e-02  1.17e-02    5.8e-04
 210600    3.18e-01  2.19e-01    7.07e-02  1.77e-02    2.52e-02  1.99e-02    5.8e-04
 210700    3.20e-01  3.21e-01    5.42e-02  3.81e-02    2.73e-02  2.85e-02    5.8e-04
 210800    3.00e-01  2.35e-01    3.98e-02  4.34e-02    2.64e-02  1.96e-02    5.8e-04
 210900    3.10e-01  2.15e-01    4.85e-02  5.11e-02    2.67e-02  1.67e-02    5.8e-04
 211000    2.93e-01  2.44e-01    3.95e-02  5.09e-02    2.57e-02  1.98e-02    5.8e-04
 211100    2.92e-01  2.28e-01    3.99e-02  3.66e-02    2.56e-02  1.96e-02    5.8e-04
 211200    2.77e-01  1.61e-01    3.96e-02  8.99e-04    2.42e-02  1.49e-02    5.8e-04
 211300    4.37e-01  6.48e-01    4.07e-02  1.46e-01    3.95e-02  5.13e-02    5.8e-04
 211400    2.96e-01  1.76e-01    4.03e-02  2.55e-02    2.60e-02  1.53e-02    5.8e-04
 211500    2.78e-01  3.07e-01    4.72e-02  5.80e-02    2.37e-02  2.55e-02    5.8e-04
 211600    3.17e-01  2.70e-01    4.35e-02  5.43e-02    2.78e-02  2.21e-02    5.8e-04
 211700    3.12e-01  4.27e-01    5.76e-02  3.96e-02    2.61e-02  3.86e-02    5.8e-04
 211800    3.13e-01  1.96e-01    5.26e-02  4.64e-03    2.67e-02  1.81e-02    5.8e-04
 211900    2.89e-01  2.43e-01    4.62e-02  3.49e-03    2.48e-02  2.24e-02    5.8e-04
 212000    2.98e-01  1.38e-01    4.05e-02  2.35e-03    2.62e-02  1.28e-02    5.8e-04
 212100    2.80e-01  1.60e-01    4.35e-02  4.48e-02    2.42e-02  1.13e-02    5.8e-04
 212200    3.08e-01  2.44e-01    5.51e-02  8.49e-02    2.59e-02  1.34e-02    5.8e-04
 212300    2.88e-01  2.64e-01    3.99e-02  1.08e-02    2.52e-02  2.43e-02    5.8e-04
 212400    3.47e-01  2.09e-01    4.13e-02  2.52e-02    3.08e-02  1.85e-02    5.8e-04
 212500    3.32e-01  2.78e-01    4.01e-02  8.39e-02    2.95e-02  1.85e-02    5.8e-04
 212600    3.37e-01  4.97e-01    4.90e-02  1.83e-02    2.93e-02  4.58e-02    5.8e-04
 212700    3.10e-01  1.51e-01    4.40e-02  7.14e-03    2.71e-02  1.39e-02    5.8e-04
 212800    2.79e-01  3.36e-01    3.86e-02  1.57e-02    2.45e-02  3.09e-02    5.8e-04
 212900    3.12e-01  2.97e-01    4.53e-02  7.90e-02    2.72e-02  2.16e-02    5.8e-04
 213000    2.90e-01  2.57e-01    3.94e-02  2.91e-02    2.55e-02  2.29e-02    5.8e-04
 213100    3.30e-01  1.47e-01    4.66e-02  2.50e-02    2.89e-02  1.25e-02    5.8e-04
 213200    3.57e-01  3.45e-01    5.68e-02  4.39e-02    3.07e-02  3.05e-02    5.8e-04
 213300    2.99e-01  4.59e-01    4.30e-02  4.29e-02    2.60e-02  4.14e-02    5.8e-04
 213400    2.94e-01  1.95e-01    4.62e-02  2.01e-02    2.53e-02  1.75e-02    5.8e-04
 213500    2.94e-01  2.17e-01    4.63e-02  3.42e-03    2.53e-02  2.00e-02    5.8e-04
 213600    3.09e-01  1.66e-01    3.91e-02  2.35e-02    2.73e-02  1.45e-02    5.8e-04
 213700    2.95e-01  1.66e-01    3.96e-02  1.13e-02    2.59e-02  1.52e-02    5.8e-04
 213800    3.14e-01  2.44e-01    5.07e-02  2.05e-02    2.70e-02  2.21e-02    5.8e-04
 213900    2.91e-01  2.32e-01    4.51e-02  8.18e-02    2.51e-02  1.24e-02    5.8e-04
 214000    2.88e-01  1.63e-01    4.04e-02  5.73e-02    2.52e-02  8.89e-03    5.8e-04
 214100    3.31e-01  2.38e-01    4.29e-02  4.87e-02    2.92e-02  1.94e-02    5.8e-04
 214200    3.20e-01  2.49e-01    4.16e-02  1.98e-02    2.82e-02  2.26e-02    5.8e-04
 214300    3.45e-01  2.91e-01    4.99e-02  5.58e-04    3.01e-02  2.69e-02    5.8e-04
 214400    3.20e-01  3.23e-01    4.61e-02  6.29e-02    2.79e-02  2.67e-02    5.8e-04
 214500    2.70e-01  2.61e-01    4.03e-02  1.43e-02    2.34e-02  2.40e-02    5.8e-04
 214600    3.37e-01  2.84e-01    4.39e-02  6.09e-02    2.97e-02  2.29e-02    5.8e-04
 214700    2.77e-01  4.06e-01    3.92e-02  2.16e-02    2.42e-02  3.72e-02    5.8e-04
 214800    2.92e-01  1.56e-01    4.16e-02  4.79e-02    2.55e-02  1.02e-02    5.8e-04
 214900    3.05e-01  3.24e-01    6.45e-02  3.21e-02    2.47e-02  2.92e-02    5.8e-04
 215000    2.94e-01  2.21e-01    5.74e-02  7.45e-02    2.49e-02  1.31e-02    5.5e-04
 215100    3.60e-01  2.96e-01    3.86e-02  2.30e-02    3.31e-02  2.76e-02    5.5e-04
 215200    2.77e-01  3.02e-01    4.14e-02  1.58e-02    2.46e-02  2.84e-02    5.5e-04
 215300    2.79e-01  2.59e-01    4.25e-02  1.23e-02    2.47e-02  2.44e-02    5.5e-04
 215400    2.80e-01  2.21e-01    4.98e-02  7.02e-02    2.42e-02  1.42e-02    5.5e-04
 215500    3.00e-01  4.14e-01    5.46e-02  1.95e-03    2.58e-02  3.92e-02    5.5e-04
 215600    3.51e-01  4.71e-01    4.44e-02  1.50e-02    3.19e-02  4.46e-02    5.5e-04
 215700    2.83e-01  6.64e-01    5.20e-02  1.15e-01    2.42e-02  5.76e-02    5.5e-04
 215800    3.40e-01  2.59e-01    4.00e-02  1.95e-02    3.11e-02  2.42e-02    5.5e-04
 215900    2.89e-01  3.20e-01    3.86e-02  2.42e-02    2.61e-02  2.99e-02    5.5e-04
 216000    3.67e-01  5.71e-01    8.24e-02  6.96e-02    2.98e-02  5.20e-02    5.5e-04
 216100    2.87e-01  2.22e-01    4.54e-02  5.45e-02    2.53e-02  1.74e-02    5.5e-04
 216200    2.74e-01  1.95e-01    5.16e-02  5.07e-02    2.34e-02  1.47e-02    5.5e-04
 216300    2.99e-01  4.61e-01    4.86e-02  1.38e-02    2.63e-02  4.36e-02    5.5e-04
 216400    3.63e-01  4.26e-01    5.95e-02  2.99e-02    3.18e-02  3.98e-02    5.5e-04
 216500    3.41e-01  2.25e-01    4.08e-02  1.08e-02    3.11e-02  2.13e-02    5.5e-04
 216600    3.11e-01  2.77e-01    6.52e-02  5.94e-02    2.58e-02  2.28e-02    5.5e-04
 216700    2.99e-01  2.20e-01    4.19e-02  3.98e-02    2.68e-02  1.89e-02    5.5e-04
 216800    2.86e-01  3.62e-01    4.14e-02  5.07e-02    2.56e-02  3.24e-02    5.5e-04
 216900    3.66e-01  2.41e-01    5.11e-02  4.94e-02    3.28e-02  2.01e-02    5.5e-04
 217000    3.17e-01  3.16e-01    4.06e-02  7.88e-03    2.87e-02  2.99e-02    5.5e-04
 217100    3.20e-01  1.67e-01    3.99e-02  6.12e-03    2.90e-02  1.58e-02    5.5e-04
 217200    3.12e-01  3.87e-01    4.16e-02  7.38e-02    2.81e-02  3.29e-02    5.5e-04
 217300    3.34e-01  1.91e-01    4.60e-02  2.90e-02    3.01e-02  1.70e-02    5.5e-04
 217400    3.18e-01  2.85e-01    4.34e-02  1.80e-02    2.87e-02  2.67e-02    5.5e-04
 217500    3.14e-01  2.58e-01    5.93e-02  4.62e-02    2.68e-02  2.23e-02    5.5e-04
 217600    3.34e-01  2.26e-01    3.83e-02  5.92e-02    3.06e-02  1.70e-02    5.5e-04
 217700    3.02e-01  2.21e-01    3.84e-02  6.02e-02    2.73e-02  1.63e-02    5.5e-04
 217800    4.12e-01  4.58e-01    7.26e-02  6.43e-02    3.57e-02  4.11e-02    5.5e-04
 217900    2.95e-01  2.31e-01    3.85e-02  3.84e-02    2.67e-02  2.02e-02    5.5e-04
 218000    3.32e-01  2.08e-01    3.96e-02  3.16e-02    3.03e-02  1.85e-02    5.5e-04
 218100    2.78e-01  1.48e-01    4.84e-02  4.25e-02    2.41e-02  1.05e-02    5.5e-04
 218200    3.54e-01  5.35e-01    4.34e-02  9.85e-02    3.22e-02  4.59e-02    5.5e-04
 218300    2.92e-01  2.88e-01    4.29e-02  6.78e-02    2.61e-02  2.29e-02    5.5e-04
 218400    3.18e-01  1.61e-01    3.86e-02  1.47e-02    2.89e-02  1.50e-02    5.5e-04
 218500    3.09e-01  2.37e-01    5.18e-02  8.38e-02    2.71e-02  1.29e-02    5.5e-04
 218600    2.84e-01  2.68e-01    5.43e-02  3.58e-02    2.41e-02  2.42e-02    5.5e-04
 218700    2.70e-01  2.00e-01    3.91e-02  2.88e-02    2.41e-02  1.79e-02    5.5e-04
 218800    3.28e-01  2.99e-01    4.50e-02  8.52e-02    2.95e-02  2.13e-02    5.5e-04
 218900    3.93e-01  1.74e-01    4.83e-02  2.67e-02    3.58e-02  1.54e-02    5.5e-04
 219000    3.10e-01  2.31e-01    4.77e-02  5.41e-02    2.75e-02  1.84e-02    5.5e-04
 219100    2.97e-01  2.71e-01    5.61e-02  6.68e-02    2.54e-02  2.11e-02    5.5e-04
 219200    2.83e-01  2.66e-01    4.00e-02  2.12e-02    2.54e-02  2.48e-02    5.5e-04
 219300    2.87e-01  2.73e-01    4.25e-02  7.13e-02    2.56e-02  2.06e-02    5.5e-04
 219400    3.20e-01  8.01e-01    4.05e-02  1.00e-01    2.90e-02  7.27e-02    5.5e-04
 219500    3.04e-01  3.31e-01    3.83e-02  1.44e-02    2.76e-02  3.12e-02    5.5e-04
 219600    3.09e-01  2.94e-01    4.80e-02  6.96e-02    2.73e-02  2.33e-02    5.5e-04
 219700    3.90e-01  2.95e-01    5.08e-02  4.97e-02    3.53e-02  2.58e-02    5.5e-04
 219800    3.02e-01  2.82e-01    4.75e-02  4.30e-02    2.67e-02  2.51e-02    5.5e-04
 219900    3.07e-01  2.26e-01    5.28e-02  6.81e-03    2.68e-02  2.14e-02    5.5e-04
 220000    2.88e-01  1.14e-01    4.10e-02  1.33e-02    2.65e-02  1.07e-02    5.2e-04
 220100    3.12e-01  2.71e-01    3.93e-02  3.57e-02    2.90e-02  2.51e-02    5.2e-04
 220200    3.51e-01  2.24e-01    5.34e-02  2.82e-03    3.19e-02  2.18e-02    5.2e-04
 220300    2.90e-01  2.46e-01    4.60e-02  1.96e-02    2.62e-02  2.36e-02    5.2e-04
 220400    3.21e-01  4.05e-01    6.53e-02  4.35e-02    2.75e-02  3.82e-02    5.2e-04
 220500    2.66e-01  1.46e-01    4.73e-02  3.55e-02    2.36e-02  1.17e-02    5.2e-04
 220600    2.58e-01  2.16e-01    3.94e-02  3.63e-02    2.35e-02  1.93e-02    5.2e-04
 220700    2.93e-01  2.94e-01    3.94e-02  1.06e-02    2.71e-02  2.85e-02    5.2e-04
 220800    2.71e-01  3.16e-01    5.44e-02  6.81e-02    2.33e-02  2.66e-02    5.2e-04
 220900    2.64e-01  2.54e-01    4.12e-02  4.94e-02    2.39e-02  2.21e-02    5.2e-04
 221000    2.72e-01  2.34e-01    4.11e-02  1.10e-02    2.47e-02  2.26e-02    5.2e-04
 221100    2.73e-01  3.54e-01    4.12e-02  9.88e-03    2.49e-02  3.44e-02    5.2e-04
 221200    2.95e-01  2.16e-01    3.96e-02  2.13e-02    2.73e-02  2.05e-02    5.2e-04
 221300    2.63e-01  1.57e-01    3.84e-02  3.64e-02    2.41e-02  1.29e-02    5.2e-04
 221400    2.77e-01  1.75e-01    5.00e-02  2.15e-02    2.45e-02  1.63e-02    5.2e-04
 221500    3.24e-01  1.59e-01    3.94e-02  9.12e-03    3.02e-02  1.54e-02    5.2e-04
 221600    2.77e-01  1.78e-01    3.96e-02  6.35e-02    2.54e-02  9.69e-03    5.2e-04
 221700    2.64e-01  3.16e-01    4.62e-02  1.65e-02    2.35e-02  3.05e-02    5.2e-04
 221800    2.55e-01  1.24e-01    4.05e-02  2.13e-02    2.30e-02  1.11e-02    5.2e-04
 221900    3.03e-01  3.47e-01    4.03e-02  3.42e-02    2.80e-02  3.28e-02    5.2e-04
 222000    3.01e-01  2.17e-01    5.82e-02  5.54e-02    2.62e-02  1.70e-02    5.2e-04
 222100    3.50e-01  2.86e-01    4.13e-02  2.46e-02    3.27e-02  2.73e-02    5.2e-04
 222200    2.76e-01  2.39e-01    3.93e-02  4.71e-02    2.54e-02  2.06e-02    5.2e-04
 222300    3.22e-01  3.30e-01    4.69e-02  5.27e-02    2.95e-02  2.99e-02    5.2e-04
 222400    2.48e-01  2.78e-01    4.10e-02  8.20e-02    2.22e-02  1.97e-02    5.2e-04
 222500    2.63e-01  4.13e-01    4.24e-02  4.04e-02    2.37e-02  3.91e-02    5.2e-04
 222600    3.04e-01  2.05e-01    4.68e-02  1.31e-02    2.76e-02  1.98e-02    5.2e-04
 222700    2.80e-01  2.19e-01    4.37e-02  4.54e-02    2.54e-02  1.87e-02    5.2e-04
 222800    3.77e-01  1.67e-01    6.21e-02  3.45e-02    3.39e-02  1.42e-02    5.2e-04
 222900    2.76e-01  3.56e-01    3.84e-02  1.30e-02    2.54e-02  3.45e-02    5.2e-04
 223000    4.05e-01  3.73e-01    4.53e-02  6.65e-02    3.81e-02  3.30e-02    5.2e-04
 223100    2.98e-01  2.84e-01    4.93e-02  4.66e-02    2.67e-02  2.56e-02    5.2e-04
 223200    2.77e-01  2.79e-01    5.07e-02  6.82e-02    2.44e-02  2.23e-02    5.2e-04
 223300    2.53e-01  2.60e-01    4.26e-02  3.52e-02    2.26e-02  2.40e-02    5.2e-04
 223400    2.90e-01  3.26e-01    3.91e-02  1.28e-02    2.68e-02  3.16e-02    5.2e-04
 223500    2.52e-01  1.87e-01    4.01e-02  6.24e-02    2.28e-02  1.16e-02    5.2e-04
 223600    2.83e-01  2.46e-01    4.83e-02  6.34e-02    2.53e-02  1.92e-02    5.2e-04
 223700    2.86e-01  2.75e-01    3.96e-02  3.26e-02    2.64e-02  2.58e-02    5.2e-04
 223800    3.16e-01  5.05e-01    4.51e-02  2.86e-02    2.90e-02  4.87e-02    5.2e-04
 223900    3.22e-01  2.17e-01    5.41e-02  5.48e-02    2.89e-02  1.72e-02    5.2e-04
 224000    2.85e-01  2.61e-01    4.30e-02  1.88e-03    2.59e-02  2.54e-02    5.2e-04
 224100    2.80e-01  1.07e-01    4.20e-02  2.70e-03    2.56e-02  1.04e-02    5.2e-04
 224200    3.42e-01  2.30e-01    7.79e-02  6.07e-02    2.82e-02  1.77e-02    5.2e-04
 224300    3.53e-01  3.04e-01    3.88e-02  7.37e-03    3.32e-02  2.95e-02    5.2e-04
 224400    2.87e-01  3.81e-01    4.53e-02  6.00e-02    2.60e-02  3.45e-02    5.2e-04
 224500    3.34e-01  4.14e-01    8.44e-02  7.75e-02    2.63e-02  3.63e-02    5.2e-04
 224600    2.68e-01  2.89e-01    4.01e-02  7.17e-02    2.45e-02  2.29e-02    5.2e-04
 224700    3.43e-01  2.16e-01    3.96e-02  2.09e-02    3.21e-02  2.05e-02    5.2e-04
 224800    3.07e-01  2.51e-01    6.94e-02  1.02e-01    2.55e-02  8.04e-03    5.2e-04
 224900    2.96e-01  3.22e-01    4.00e-02  4.94e-02    2.73e-02  2.92e-02    5.2e-04
 225000    2.89e-01  3.53e-01    4.36e-02  7.28e-02    2.70e-02  3.09e-02    5.0e-04
 225100    2.89e-01  2.37e-01    4.17e-02  3.72e-02    2.71e-02  2.20e-02    5.0e-04
 225200    2.93e-01  7.43e-01    4.49e-02  1.19e-01    2.73e-02  6.88e-02    5.0e-04
 225300    2.73e-01  1.73e-01    4.06e-02  2.57e-02    2.55e-02  1.62e-02    5.0e-04
 225400    2.87e-01  1.69e-01    4.70e-02  3.57e-02    2.65e-02  1.47e-02    5.0e-04
 225500    3.24e-01  2.65e-01    4.00e-02  5.82e-02    3.09e-02  2.28e-02    5.0e-04
 225600    2.62e-01  1.65e-01    3.95e-02  3.96e-02    2.44e-02  1.36e-02    5.0e-04
 225700    3.49e-01  1.67e-01    5.53e-02  1.58e-02    3.23e-02  1.62e-02    5.0e-04
 225800    2.55e-01  3.48e-01    4.17e-02  6.35e-02    2.35e-02  3.14e-02    5.0e-04
 225900    2.81e-01  2.95e-01    3.95e-02  3.58e-02    2.65e-02  2.83e-02    5.0e-04
 226000    2.71e-01  1.72e-01    4.67e-02  1.02e-02    2.47e-02  1.70e-02    5.0e-04
 226100    2.56e-01  1.87e-01    3.93e-02  1.88e-02    2.39e-02  1.81e-02    5.0e-04
 226200    2.40e-01  4.75e-01    3.93e-02  1.28e-01    2.22e-02  3.69e-02    5.0e-04
 226300    2.52e-01  1.81e-01    4.10e-02  2.53e-02    2.33e-02  1.70e-02    5.0e-04
 226400    2.69e-01  5.03e-01    4.38e-02  5.85e-02    2.48e-02  4.83e-02    5.0e-04
 226500    2.71e-01  9.43e-02    5.33e-02  1.92e-02    2.40e-02  8.29e-03    5.0e-04
 226600    2.48e-01  3.50e-01    4.62e-02  6.73e-02    2.23e-02  3.12e-02    5.0e-04
 226700    3.20e-01  3.05e-01    3.98e-02  1.74e-03    3.06e-02  3.04e-02    5.0e-04
 226800    2.79e-01  1.45e-01    4.58e-02  2.58e-02    2.58e-02  1.32e-02    5.0e-04
 226900    3.11e-01  3.18e-01    5.76e-02  9.74e-02    2.80e-02  2.22e-02    5.0e-04
 227000    3.03e-01  2.08e-01    3.93e-02  5.70e-02    2.88e-02  1.59e-02    5.0e-04
 227100    2.45e-01  2.48e-01    4.14e-02  6.21e-05    2.25e-02  2.47e-02    5.0e-04
 227200    2.85e-01  3.37e-01    4.42e-02  2.33e-02    2.65e-02  3.32e-02    5.0e-04
 227300    2.67e-01  3.28e-01    3.91e-02  3.20e-02    2.51e-02  3.18e-02    5.0e-04
 227400    2.90e-01  1.94e-01    5.89e-02  1.94e-02    2.55e-02  1.88e-02    5.0e-04
 227500    2.82e-01  3.50e-01    4.65e-02  3.06e-02    2.60e-02  3.42e-02    5.0e-04
 227600    2.61e-01  1.39e-01    4.50e-02  3.87e-02    2.39e-02  1.06e-02    5.0e-04
 227700    2.83e-01  2.13e-01    5.72e-02  5.19e-02    2.49e-02  1.75e-02    5.0e-04
 227800    2.93e-01  3.08e-01    6.76e-02  1.02e-01    2.47e-02  1.95e-02    5.0e-04
 227900    2.80e-01  3.77e-01    4.39e-02  5.28e-02    2.60e-02  3.55e-02    5.0e-04
